originalFileName,newFileName,label,confidence,imageHeight,imageWidth,xPosition,yPosition,croppedHeight,croppedWidth
B8KcDvblnXF,B8KcDvblnXF_cup_0.99.jpg,cup,0.993130028,1080,1080,718,747,300,300
B8KcDvblnXF,B8KcDvblnXF_cup_0.98.jpg,cup,0.97676158,1080,1080,356,211,300,300
B8KcDvblnXF,B8KcDvblnXF_cup_0.98.jpg,cup,0.976620436,1080,1080,0,751,300,300
B8KcDvblnXF,B8KcDvblnXF_cup_0.97.jpg,cup,0.974638939,1080,1080,914,755,300,300
B8KcDvblnXF,B8KcDvblnXF_cup_0.97.jpg,cup,0.969002783,1080,1080,354,750,300,300
B8KcDvblnXF,B8KcDvblnXF_cup_0.91.jpg,cup,0.913711786,1080,1080,719,210,300,300
B8KcDvblnXF,B8KcDvblnXF_cup_0.86.jpg,cup,0.856566429,1080,1080,199,213,300,300
B8KcDvblnXF,B8KcDvblnXF_cup_0.83.jpg,cup,0.825194478,1080,1080,552,215,300,300
B8kcSgfJWfP,B8kcSgfJWfP_cup_0.87.jpg,cup,0.86914587,512,512,122,107,300,300
B8kD6Xmgirz,B8kD6Xmgirz_vase_1.00.jpg,vase,0.99571842,1350,1080,429,709,300,300
B8kE88wpo-V,B8kE88wpo-V_cup_0.98.jpg,cup,0.978269041,1000,1000,224,266,300,300
B8kE88wpo-V,B8kE88wpo-V_cup_0.93.jpg,cup,0.925608695,1000,1000,498,410,300,300
B8KEkhzAJnC,B8KEkhzAJnC_vase_0.99.jpg,vase,0.990124822,1302,1080,269,633,300,300
B8KEkhzAJnC,B8KEkhzAJnC_bowl_0.99.jpg,bowl,0.985978067,1302,1080,255,919,300,300
B8kevk1piOs,B8kevk1piOs_vase_0.98.jpg,vase,0.981139183,1080,1080,0,324,300,300
B8kevk1piOs,B8kevk1piOs_vase_0.91.jpg,vase,0.908519387,1080,1080,381,309,300,300
B8kEzGtJmfY,B8kEzGtJmfY_cup_0.94.jpg,cup,0.935392201,1000,1000,171,348,300,300
B8kFEmAJQ7q,B8kFEmAJQ7q_cup_0.98.jpg,cup,0.977285206,1000,1000,488,256,300,300
B8kFEmAJQ7q,B8kFEmAJQ7q_cup_0.97.jpg,cup,0.974739671,1000,1000,0,252,300,300
B8kFPLSJfFx,B8kFPLSJfFx_cup_1.00.jpg,cup,0.996744871,1000,1000,509,279,300,300
B8kFPLSJfFx,B8kFPLSJfFx_cup_1.00.jpg,cup,0.996427417,1000,1000,0,274,300,300
B8kfptNB9Rj,B8kfptNB9Rj_vase_0.94.jpg,vase,0.942578793,716,1080,0,242,300,300
B8kfptNB9Rj,B8kfptNB9Rj_vase_0.92.jpg,vase,0.923790872,716,1080,749,191,300,300
B8kfSqNlgXQ,B8kfSqNlgXQ_cup_0.87.jpg,cup,0.86723119,644,644,158,198,300,300
B8KhOrHhdRg,B8KhOrHhdRg_cup_0.99.jpg,cup,0.99424392,1350,1080,292,760,300,300
B8KI7lug0mb,B8KI7lug0mb_vase_0.99.jpg,vase,0.987937808,1080,1080,133,242,300,300
B8KJiBJJL_b,B8KJiBJJL_b_cup_0.95.jpg,cup,0.954802513,1080,1080,621,626,300,300
B8kjT3apu0F,B8kjT3apu0F_cup_0.96.jpg,cup,0.962914288,1080,1080,419,532,300,300
B8kjT3apu0F,B8kjT3apu0F_cup_0.95.jpg,cup,0.947502136,1080,1080,553,384,300,300
B8kjT3apu0F,B8kjT3apu0F_cup_0.91.jpg,cup,0.906581998,1080,1080,298,460,300,300
B8kjT3apu0F,B8kjT3apu0F_cup_0.88.jpg,cup,0.879399657,1080,1080,780,406,300,300
B8KJXaiAiy2,B8KJXaiAiy2_vase_0.80.jpg,vase,0.801431537,1080,1080,114,161,300,300
B8KKUIennB6,B8KKUIennB6_cup_1.00.jpg,cup,0.997717559,1080,1080,520,504,300,300
B8klTaTpW7F,B8klTaTpW7F_vase_0.82.jpg,vase,0.823250175,1350,1080,481,353,300,300
B8Km_pwgji3,B8Km_pwgji3_cup_0.99.jpg,cup,0.986575663,1080,1080,574,394,300,300
B8Km_pwgji3,B8Km_pwgji3_cup_0.96.jpg,cup,0.962863863,1080,1080,74,399,300,300
B8KN2RYIRcp,B8KN2RYIRcp_vase_0.96.jpg,vase,0.962076306,1080,1080,0,90,300,300
B8KN2RYIRcp,B8KN2RYIRcp_vase_0.96.jpg,vase,0.961484373,1080,1080,650,117,300,300
B8Kn460ld15,B8Kn460ld15_cup_0.91.jpg,cup,0.905753434,1080,1080,373,585,300,300
B8Kn460ld15,B8Kn460ld15_cup_0.85.jpg,cup,0.853420854,1080,1080,431,465,300,300
B8knnAwBOP7,B8knnAwBOP7_cup_0.97.jpg,cup,0.974017918,810,1080,643,120,300,300
B8KOlw6ItzP,B8KOlw6ItzP_cup_0.91.jpg,cup,0.905527651,1080,1080,0,217,300,300
B8KoXzKAVED,B8KoXzKAVED_cup_0.80.jpg,cup,0.803872585,810,1080,381,318,300,300
B8KQ7WxAag-,B8KQ7WxAag-_vase_0.91.jpg,vase,0.913566113,1075,1080,229,217,300,300
B8kS98LgGnp,B8kS98LgGnp_cup_0.98.jpg,cup,0.980914474,1080,1080,772,843,300,300
B8kS98LgGnp,B8kS98LgGnp_cup_0.98.jpg,cup,0.977884114,1080,1080,0,780,300,300
B8kS98LgGnp,B8kS98LgGnp_vase_0.89.jpg,vase,0.887414873,1080,1080,446,794,300,300
B8kTdDRga4k,B8kTdDRga4k_cup_1.00.jpg,cup,0.995678544,1350,1080,407,576,300,300
B8KtHwEnj4z,B8KtHwEnj4z_vase_0.94.jpg,vase,0.938275218,810,1080,758,283,300,300
B8KtHwEnj4z,B8KtHwEnj4z_vase_0.81.jpg,vase,0.811360359,810,1080,567,259,300,300
B8KTnHjAh9a,B8KTnHjAh9a_cup_0.98.jpg,cup,0.977401018,1228,1080,286,688,300,300
B8KTnHjAh9a,B8KTnHjAh9a_cup_0.84.jpg,cup,0.837314427,1228,1080,327,117,300,300
B8KTnHjAh9a,B8KTnHjAh9a_cup_0.81.jpg,cup,0.80987823,1228,1080,189,388,300,300
B8KtoHGHV9B,B8KtoHGHV9B_cup_0.95.jpg,cup,0.95442915,1057,1080,345,458,300,300
B8kuERADy5H,B8kuERADy5H_cup_0.90.jpg,cup,0.904748082,1080,1080,552,613,300,300
B8KVtLjpmeW,B8KVtLjpmeW_vase_0.88.jpg,vase,0.881916523,1080,1080,525,87,300,300
B8KVtLjpmeW,B8KVtLjpmeW_cup_0.87.jpg,cup,0.868698061,1080,1080,450,667,300,300
B8KY3nOpIe4,B8KY3nOpIe4_cup_0.96.jpg,cup,0.963443518,1080,1080,106,161,300,300
B8KYa3-hKU2,B8KYa3-hKU2_cup_0.98.jpg,cup,0.978499115,720,720,163,42,300,300
B8KyvgrA4WV,B8KyvgrA4WV_cup_0.96.jpg,cup,0.963219583,1080,1080,0,138,300,300
B8kZ6sbFj9I,B8kZ6sbFj9I_cup_0.99.jpg,cup,0.992960274,720,720,360,0,300,300
B8l-Z09Ads6,B8l-Z09Ads6_vase_0.98.jpg,vase,0.98487103,1079,1080,206,681,300,300
B8l-Z09Ads6,B8l-Z09Ads6_vase_0.98.jpg,vase,0.980738223,1079,1080,436,304,300,300
B8l-Z09Ads6,B8l-Z09Ads6_bowl_0.89.jpg,bowl,0.886399627,1079,1080,585,884,300,300
B8l0t1jnUbp,B8l0t1jnUbp_cup_0.99.jpg,cup,0.994755924,1080,1080,0,279,300,300
B8l0t1jnUbp,B8l0t1jnUbp_cup_0.95.jpg,cup,0.948509812,1080,1080,656,221,300,300
B8L0Ul5AaVQ,B8L0Ul5AaVQ_vase_0.85.jpg,vase,0.853423655,1334,1080,536,522,300,300
B8L0wgCgiY0,B8L0wgCgiY0_cup_1.00.jpg,cup,0.996111393,1349,1080,393,331,300,300
B8L1hVpHCdr,B8L1hVpHCdr_cup_0.97.jpg,cup,0.968519449,970,970,46,593,300,300
B8L1hVpHCdr,B8L1hVpHCdr_cup_0.84.jpg,cup,0.843861639,970,970,354,334,300,300
B8L1hVpHCdr,B8L1hVpHCdr_cup_0.83.jpg,cup,0.831570923,970,970,576,551,300,300
B8l1NSlHe39,B8l1NSlHe39_cup_1.00.jpg,cup,0.995999038,1080,1080,592,592,300,300
B8l1NSlHe39,B8l1NSlHe39_cup_0.93.jpg,cup,0.926891685,1080,1080,0,82,300,300
B8l1NSlHe39,B8l1NSlHe39_cup_0.90.jpg,cup,0.901515365,1080,1080,262,65,300,300
B8l1NSlHe39,B8l1NSlHe39_cup_0.87.jpg,cup,0.873715162,1080,1080,66,591,300,300
B8l2_nBhqYj,B8l2_nBhqYj_vase_0.89.jpg,vase,0.885974169,1105,1080,0,277,300,300
B8l2_nBhqYj,B8l2_nBhqYj_cup_0.85.jpg,cup,0.847776771,1105,1080,538,318,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_1.00.jpg,cup,0.995651722,1080,1080,42,376,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.99.jpg,cup,0.992126524,1080,1080,620,617,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.99.jpg,cup,0.99087733,1080,1080,59,827,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.99.jpg,cup,0.985645652,1080,1080,358,387,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.99.jpg,cup,0.985356033,1080,1080,328,581,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.98.jpg,cup,0.984749973,1080,1080,652,962,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.98.jpg,cup,0.982063115,1080,1080,769,233,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.98.jpg,cup,0.98190695,1080,1080,794,747,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.98.jpg,cup,0.979380071,1080,1080,296,298,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.98.jpg,cup,0.977903128,1080,1080,607,437,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.98.jpg,cup,0.977541924,1080,1080,413,792,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.97.jpg,cup,0.968583465,1080,1080,623,237,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.97.jpg,cup,0.966683567,1080,1080,719,360,300,300
B8l378Ag0Hq,B8l378Ag0Hq_cup_0.95.jpg,cup,0.946275055,1080,1080,450,253,300,300
B8l3vRIHaNb,B8l3vRIHaNb_cup_0.91.jpg,cup,0.908659816,496,748,71,149,300,300
B8L4oBYAjdP,B8L4oBYAjdP_cup_0.99.jpg,cup,0.994258404,1350,1080,0,339,300,300
B8L4WYQpJIh,B8L4WYQpJIh_vase_0.98.jpg,vase,0.978206098,1304,1080,369,474,300,300
B8L4zImg4Rz,B8L4zImg4Rz_cup_0.96.jpg,cup,0.955496669,1349,1080,275,752,300,300
B8l5eS2lt1_,B8l5eS2lt1__vase_0.88.jpg,vase,0.883204877,1350,1080,317,0,300,300
B8l5yhmAkfc,B8l5yhmAkfc_cup_0.82.jpg,cup,0.821057379,1080,1080,254,125,300,300
B8l62-VItZF,B8l62-VItZF_cup_0.95.jpg,cup,0.952376842,1080,1080,525,444,300,300
B8l62-VItZF,B8l62-VItZF_cup_0.95.jpg,cup,0.950430036,1080,1080,262,406,300,300
B8L6ROQjreM,B8L6ROQjreM_cup_0.98.jpg,cup,0.976308584,1080,1080,0,517,300,300
B8L6ROQjreM,B8L6ROQjreM_cup_0.89.jpg,cup,0.889492452,1080,1080,0,116,300,300
B8L6ROQjreM,B8L6ROQjreM_cup_0.82.jpg,cup,0.821674347,1080,1080,577,489,300,300
B8L82oklm3j,B8L82oklm3j_cup_1.00.jpg,cup,0.996896803,1080,1080,410,558,300,300
B8l8zwZn1o0,B8l8zwZn1o0_vase_0.98.jpg,vase,0.976578832,1350,1080,360,794,300,300
B8lAxqYAm4f,B8lAxqYAm4f_cup_0.98.jpg,cup,0.975640476,796,796,636,595,300,300
B8lAxqYAm4f,B8lAxqYAm4f_cup_0.96.jpg,cup,0.964184344,796,796,247,585,300,300
B8lAxqYAm4f,B8lAxqYAm4f_vase_0.92.jpg,vase,0.917371273,796,796,332,97,300,300
B8lA_JkH5M-,B8lA_JkH5M-_vase_0.92.jpg,vase,0.92256546,1080,1080,302,599,300,300
B8lA_JkH5M-,B8lA_JkH5M-_vase_0.87.jpg,vase,0.871917307,1080,1080,0,526,300,300
B8LCimUFtt2,B8LCimUFtt2_bowl_0.86.jpg,bowl,0.8573367,1332,1066,244,869,300,300
B8LcMatAGwd,B8LcMatAGwd_cup_0.85.jpg,cup,0.845280468,1350,1080,86,538,300,300
B8LdoQDAn1M,B8LdoQDAn1M_vase_0.92.jpg,vase,0.917732954,1350,1080,621,809,300,300
B8ldtKGgIfy,B8ldtKGgIfy_cup_0.97.jpg,cup,0.969656885,1171,937,204,575,300,300
B8LDzz2A1B6,B8LDzz2A1B6_vase_0.94.jpg,vase,0.938466728,895,895,433,158,300,300
B8LDzz2A1B6,B8LDzz2A1B6_cup_0.87.jpg,cup,0.873191595,895,895,0,184,300,300
B8LhjPZgdZu,B8LhjPZgdZu_bowl_0.90.jpg,bowl,0.898374736,904,1080,323,510,300,300
B8lHkawjlmI,B8lHkawjlmI_vase_0.98.jpg,vase,0.980481863,1080,1080,520,436,300,300
B8lHkawjlmI,B8lHkawjlmI_vase_0.91.jpg,vase,0.906513393,1080,1080,224,280,300,300
B8LhmnTA90j,B8LhmnTA90j_cup_0.97.jpg,cup,0.974262774,1080,1080,193,495,300,300
B8Lh_mnn-g2,B8Lh_mnn-g2_bowl_0.92.jpg,bowl,0.915162623,1080,1080,0,92,300,300
B8Lh_mnn-g2,B8Lh_mnn-g2_vase_0.91.jpg,vase,0.91474086,1080,1080,304,297,300,300
B8LiMuPJlkm,B8LiMuPJlkm_vase_0.94.jpg,vase,0.935165346,720,720,93,186,300,300
B8lJ6BNJ909,B8lJ6BNJ909_cup_0.90.jpg,cup,0.900433779,1080,1080,167,123,300,300
B8ljfY0HdP4,B8ljfY0HdP4_vase_0.82.jpg,vase,0.821748316,1349,1080,316,435,300,300
B8ljpKOFupx,B8ljpKOFupx_cup_0.96.jpg,cup,0.964707673,810,1080,222,326,300,300
B8LKrRygvh6,B8LKrRygvh6_cup_0.99.jpg,cup,0.990467072,1080,1080,645,308,300,300
B8LKrRygvh6,B8LKrRygvh6_bowl_0.84.jpg,bowl,0.843003869,1080,1080,172,449,300,300
B8lKUEQAbXs,B8lKUEQAbXs_bowl_0.94.jpg,bowl,0.939936638,1080,1080,0,459,300,300
B8lKUEQAbXs,B8lKUEQAbXs_bowl_0.91.jpg,bowl,0.913062871,1080,1080,725,420,300,300
B8lKUEQAbXs,B8lKUEQAbXs_bowl_0.86.jpg,bowl,0.855472445,1080,1080,356,392,300,300
B8LL52JibIK,B8LL52JibIK_cup_1.00.jpg,cup,0.995912075,1080,1080,587,317,300,300
B8LL52JibIK,B8LL52JibIK_cup_0.98.jpg,cup,0.983115017,1080,1080,0,325,300,300
B8LL8W7igQd,B8LL8W7igQd_cup_1.00.jpg,cup,0.995439053,1080,1080,584,310,300,300
B8LL8W7igQd,B8LL8W7igQd_cup_0.99.jpg,cup,0.990633011,1080,1080,0,319,300,300
B8lLgrDHM9-,B8lLgrDHM9-_cup_0.92.jpg,cup,0.919171333,1080,1080,229,504,300,300
B8LLHlUHZjG,B8LLHlUHZjG_vase_0.97.jpg,vase,0.974315345,429,720,207,80,300,300
B8LLHlUHZjG,B8LLHlUHZjG_vase_0.97.jpg,vase,0.971508801,429,720,52,76,300,300
B8LLHlUHZjG,B8LLHlUHZjG_vase_0.95.jpg,vase,0.953766286,429,720,360,79,300,300
B8LLHlUHZjG,B8LLHlUHZjG_vase_0.89.jpg,vase,0.890746415,429,720,526,84,300,300
B8LlldinVWV,B8LlldinVWV_cup_0.84.jpg,cup,0.838479817,1080,1080,0,443,300,300
B8llqjxHtt0,B8llqjxHtt0_cup_0.99.jpg,cup,0.992317796,900,1080,91,295,300,300
B8LlS_AAba6,B8LlS_AAba6_vase_0.90.jpg,vase,0.903926432,1080,1080,98,241,300,300
B8LMeHroQ2g,B8LMeHroQ2g_cup_0.94.jpg,cup,0.942917466,1080,1080,715,683,300,300
B8LMeHroQ2g,B8LMeHroQ2g_cup_0.91.jpg,cup,0.910566628,1080,1080,710,492,300,300
B8LMeHroQ2g,B8LMeHroQ2g_cup_0.82.jpg,cup,0.822649598,1080,1080,376,685,300,300
B8LMJNBAkUP,B8LMJNBAkUP_cup_1.00.jpg,cup,0.995160222,1080,1080,150,334,300,300
B8LMJNBAkUP,B8LMJNBAkUP_cup_0.93.jpg,cup,0.929925144,1080,1080,346,457,300,300
B8lo9wdpCsB,B8lo9wdpCsB_cup_0.94.jpg,cup,0.942509472,1080,1080,579,745,300,300
B8LoW7lgw99,B8LoW7lgw99_bowl_0.84.jpg,bowl,0.836167634,961,961,518,217,300,300
B8LPgXDATRO,B8LPgXDATRO_cup_1.00.jpg,cup,0.995869756,1080,1080,54,127,300,300
B8LPgXDATRO,B8LPgXDATRO_cup_0.98.jpg,cup,0.983595431,1080,1080,412,220,300,300
B8LPgXDATRO,B8LPgXDATRO_cup_0.97.jpg,cup,0.971961081,1080,1080,670,403,300,300
B8LQuefgMKE,B8LQuefgMKE_vase_0.98.jpg,vase,0.976543128,883,883,288,36,300,300
B8LQuefgMKE,B8LQuefgMKE_vase_0.97.jpg,vase,0.972280622,883,883,396,114,300,300
B8LQuefgMKE,B8LQuefgMKE_vase_0.97.jpg,vase,0.969774425,883,883,0,36,300,300
B8LqV5IBXFF,B8LqV5IBXFF_cup_1.00.jpg,cup,0.996896803,1080,1080,410,558,300,300
B8LRc2Sn_M-,B8LRc2Sn_M-_cup_0.99.jpg,cup,0.987927079,1080,1080,425,413,300,300
B8lU95CgYCr,B8lU95CgYCr_vase_0.81.jpg,vase,0.808764219,1080,1080,203,599,300,300
B8lUbnrg7JZ,B8lUbnrg7JZ_vase_1.00.jpg,vase,0.998164713,1350,1080,315,776,300,300
B8LUCuVAkga,B8LUCuVAkga_cup_0.97.jpg,cup,0.96501267,1080,1080,308,191,300,300
B8LuDIUgNM2,B8LuDIUgNM2_cup_0.96.jpg,cup,0.962382436,957,1080,0,344,300,300
B8LuDIUgNM2,B8LuDIUgNM2_cup_0.80.jpg,cup,0.804771662,957,1080,769,378,300,300
B8lUOuZAjT7,B8lUOuZAjT7_vase_0.96.jpg,vase,0.960808396,1080,1080,307,588,300,300
B8lUtlHIxmo,B8lUtlHIxmo_cup_0.98.jpg,cup,0.976596415,919,1080,763,580,300,300
B8lUtlHIxmo,B8lUtlHIxmo_cup_0.94.jpg,cup,0.939959943,919,1080,271,570,300,300
B8lUtlHIxmo,B8lUtlHIxmo_cup_0.93.jpg,cup,0.929023504,919,1080,98,0,300,300
B8lUtlHIxmo,B8lUtlHIxmo_cup_0.87.jpg,cup,0.86635536,919,1080,34,455,300,300
B8lWdd4oYCG,B8lWdd4oYCG_vase_0.97.jpg,vase,0.970915258,1350,1080,730,451,300,300
B8LxLhNITha,B8LxLhNITha_vase_0.99.jpg,vase,0.994379103,1080,1080,825,676,300,300
B8lxmk5AWcq,B8lxmk5AWcq_vase_0.97.jpg,vase,0.970457077,1199,959,303,675,300,300
B8lxNwNAN_5,B8lxNwNAN_5_cup_0.82.jpg,cup,0.815806806,1080,1080,425,303,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.99.jpg,cup,0.985252619,1080,1080,645,688,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.97.jpg,cup,0.965654731,1080,1080,214,683,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.96.jpg,cup,0.960735202,1080,1080,855,690,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.95.jpg,cup,0.951963484,1080,1080,435,687,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.95.jpg,cup,0.948259413,1080,1080,0,692,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.93.jpg,cup,0.930721283,1080,1080,829,631,300,300
B8LYDqIg0JD,B8LYDqIg0JD_vase_0.92.jpg,vase,0.918750763,1080,1080,279,571,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.91.jpg,cup,0.909897149,1080,1080,75,579,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.91.jpg,cup,0.909182727,1080,1080,275,566,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.89.jpg,cup,0.892791867,1080,1080,799,575,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.87.jpg,cup,0.866045892,1080,1080,36,632,300,300
B8LYDqIg0JD,B8LYDqIg0JD_cup_0.85.jpg,cup,0.8478508,1080,1080,626,624,300,300
B8LYDqIg0JD,B8LYDqIg0JD_vase_0.83.jpg,vase,0.830220759,1080,1080,150,488,300,300
B8LyfQbHkhn,B8LyfQbHkhn_cup_0.96.jpg,cup,0.964445055,1080,1080,526,305,300,300
B8LZGHBHo16,B8LZGHBHo16_cup_0.82.jpg,cup,0.822147071,1080,1080,326,485,300,300
B8lZymuH24w,B8lZymuH24w_cup_0.94.jpg,cup,0.939595699,1350,1080,248,395,300,300
B8Lz_Y8A6GF,B8Lz_Y8A6GF_cup_0.99.jpg,cup,0.994299829,1258,1080,105,347,300,300
B8M1SPqg5bs,B8M1SPqg5bs_vase_0.90.jpg,vase,0.897326827,1080,1080,498,168,300,300
B8M1SPqg5bs,B8M1SPqg5bs_vase_0.88.jpg,vase,0.878981233,1080,1080,63,43,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_cup_0.99.jpg,cup,0.98823458,1080,1080,0,600,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_cup_0.98.jpg,cup,0.984749138,1080,1080,829,449,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_cup_0.98.jpg,cup,0.983392477,1080,1080,0,283,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_bowl_0.97.jpg,bowl,0.965774417,1080,1080,593,131,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_cup_0.96.jpg,cup,0.960795343,1080,1080,295,380,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_bowl_0.96.jpg,bowl,0.957034409,1080,1080,835,118,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_cup_0.95.jpg,cup,0.952090383,1080,1080,194,160,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_cup_0.94.jpg,cup,0.936898589,1080,1080,404,99,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_bowl_0.93.jpg,bowl,0.929332376,1080,1080,715,0,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_vase_0.90.jpg,vase,0.903267443,1080,1080,133,68,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_bowl_0.89.jpg,bowl,0.892839968,1080,1080,492,51,300,300
B8m2Wx5A8_f,B8m2Wx5A8_f_cup_0.87.jpg,cup,0.867941856,1080,1080,57,403,300,300
B8M69zFhuTr,B8M69zFhuTr_vase_0.99.jpg,vase,0.989344001,1080,1080,179,128,300,300
B8m6Z76j7GX,B8m6Z76j7GX_cup_1.00.jpg,cup,0.996507168,1080,1080,0,368,300,300
B8m6Z76j7GX,B8m6Z76j7GX_cup_0.99.jpg,cup,0.993486941,1080,1080,464,348,300,300
B8mACX8AMS7,B8mACX8AMS7_vase_0.98.jpg,vase,0.984009683,1080,1080,499,177,300,300
B8mAgaAgwkD,B8mAgaAgwkD_cup_0.99.jpg,cup,0.989685953,1080,1080,0,362,300,300
B8mAgzmAfC1,B8mAgzmAfC1_vase_0.87.jpg,vase,0.870693684,1314,1080,135,326,300,300
B8marQ9AcXP,B8marQ9AcXP_vase_0.94.jpg,vase,0.94223702,900,900,225,157,300,300
B8MbkAFAm0b,B8MbkAFAm0b_cup_0.83.jpg,cup,0.828917861,720,1080,442,183,300,300
B8mbzdeJ-Df,B8mbzdeJ-Df_vase_0.94.jpg,vase,0.943226516,900,1080,0,146,300,300
B8mc1BWDySN,B8mc1BWDySN_vase_0.99.jpg,vase,0.990635514,1080,1080,468,728,300,300
B8McJoJA1lW,B8McJoJA1lW_cup_1.00.jpg,cup,0.997194409,1080,1080,366,615,300,300
B8McsemAaM1,B8McsemAaM1_vase_0.80.jpg,vase,0.802450657,1080,1080,425,162,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.99.jpg,cup,0.992416203,1080,1080,396,760,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.98.jpg,cup,0.98355943,1080,1080,675,580,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.98.jpg,cup,0.979383171,1080,1080,641,816,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.96.jpg,cup,0.961455405,1080,1080,258,376,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.96.jpg,cup,0.959740698,1080,1080,440,582,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.94.jpg,cup,0.942588866,1080,1080,235,532,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.88.jpg,cup,0.884114504,1080,1080,766,746,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.87.jpg,cup,0.874780595,1080,1080,0,305,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.87.jpg,cup,0.869231105,1080,1080,579,533,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.86.jpg,cup,0.862263501,1080,1080,380,386,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.86.jpg,cup,0.85785526,1080,1080,551,358,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.85.jpg,cup,0.849559128,1080,1080,65,479,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.83.jpg,cup,0.834890902,1080,1080,674,304,300,300
B8mCupZAm1U,B8mCupZAm1U_cup_0.80.jpg,cup,0.80135113,1080,1080,579,729,300,300
B8MCy_bD-UJ,B8MCy_bD-UJ_cup_0.98.jpg,cup,0.984118402,1083,1080,138,0,300,300
B8MdKUYAcMn,B8MdKUYAcMn_cup_0.99.jpg,cup,0.985647619,1080,1080,789,393,300,300
B8MdKUYAcMn,B8MdKUYAcMn_cup_0.98.jpg,cup,0.983142495,1080,1080,729,173,300,300
B8MdKUYAcMn,B8MdKUYAcMn_cup_0.98.jpg,cup,0.975939572,1080,1080,278,0,300,300
B8MdKUYAcMn,B8MdKUYAcMn_cup_0.97.jpg,cup,0.96774739,1080,1080,0,175,300,300
B8MdKUYAcMn,B8MdKUYAcMn_cup_0.97.jpg,cup,0.966881096,1080,1080,0,413,300,300
B8MdKUYAcMn,B8MdKUYAcMn_cup_0.96.jpg,cup,0.956786036,1080,1080,435,162,300,300
B8MdKUYAcMn,B8MdKUYAcMn_cup_0.94.jpg,cup,0.942631662,1080,1080,363,406,300,300
B8mDLOfgK0s,B8mDLOfgK0s_vase_0.96.jpg,vase,0.960845888,607,1080,553,136,300,300
B8mDLOfgK0s,B8mDLOfgK0s_vase_0.88.jpg,vase,0.880375683,607,1080,181,116,300,300
B8mdqYpAfKy,B8mdqYpAfKy_vase_0.97.jpg,vase,0.971130788,1080,1080,199,346,300,300
B8mDVZ6gYR8,B8mDVZ6gYR8_vase_0.97.jpg,vase,0.970749438,720,720,186,56,300,300
B8MejfbAZCk,B8MejfbAZCk_cup_0.88.jpg,cup,0.883812964,1080,1080,334,300,300,300
B8MEZjaAGI_,B8MEZjaAGI__cup_1.00.jpg,cup,0.995516956,1080,1080,0,458,300,300
B8MEZjaAGI_,B8MEZjaAGI__cup_0.99.jpg,cup,0.994395137,1080,1080,504,454,300,300
